Text,Sentiment_Score,Sentiment_Label
Doing some test shooting later this afternoon.  Did I mention being in Holland for an indie wine festival this week? My tongue is red.,0.50483584,neutral
My dad knows i got drunk today. And i didnt get in trouble.,0.54152954,neutral
" so i`ll excuse your love for the Cavs and the west, even though I don`t share it!",0.5583561,neutral
" Lol - I could try!  Seriously tho, dont do all of it! That sucks! ****",0.8571054,negative
 **** i wanna see the rest!! i only saw like 30 minutes,0.46984664,positive
Happy mothers day mom!!!  i love you.,0.9917372,positive
"burning cd`s,,,,,,,,, **** outa blank disc`s",0.63546324,neutral
" new album is truly genius, so happy with it",0.9894209,positive
 you`re alive!!!!!!  Go w/ The Notebook...it`ll make you cry and stuff,0.64312536,positive
 Okaii Cool!  I Can`t Wait For The Series To Begin It`s Guna Be Awesome  x,0.9891691,positive
crying to A Walk To Remember as usual,0.56239307,neutral
i only hav 8 followers                 !,0.7156938,neutral
happy star wars day everyone  off to celebrate with the family... ok we`re not celebrating it but i am going round to the famo`s...,0.96941626,positive
"I also have a certain CD from camp that a certain somebody gave me...  Yeah, there`s this guy in the video that`s really frickin hot!",0.92532,positive
IT`S MOTHER`S DAY,0.6863216,neutral
Yay for birthdays  sadly my voice is almost gone :/ but it was a pretty good night!,0.89732146,positive
"we finally hit 1,000 friends! thanks!",0.975446,positive
 I`m part of a religion called People-With-Good-Taste-In-Music. We don`t celebrate Jonas Brothers Day.,0.50577676,negative
I`m at work....bored out of my mind.,0.7912677,negative
watching the notebook,0.8494248,neutral
 Yes because those taxes disguise the booking fees and commissions that online travel portals charge. Try iXiGO.com next time,0.6141847,neutral
"twitters gettin a lil bit confusin... twitterific?twitdroid?twitterberry? i understant the txt bit tho lol  ah well, twitters cool anyways",0.6352199,positive
Finally sleep time,0.62726074,neutral
 http://twitpic.com/4l85a - best kind of gum ever! I just bought a pack,0.97646946,positive
The Heater blew up,0.52249205,neutral
 i tried. and failed,0.8033305,negative
"  just finished mine, some parts were remarkably difficult  cramming kanji now!",0.43826532,negative
why is everyones tweets about britains got talent?! i feel left out,0.8107008,negative
yay mothers day  i love mi madre,0.9854791,positive
They wouldn`t reverse any of my overdraft fees.,0.6604513,negative
_N9ne I`m not having a good day,0.9129616,negative
i miss the Soulja Boy dance...,0.5509422,neutral
"I woke up an came to the realization that I can put it off as much as I want, but I need 2 drop some friends. Dammit!",0.71831954,negative
11 Days left until freedom. I really just want to get through this weekend. I hate essays.,0.79145193,negative
  lol you guys are awesome,0.9811127,positive
"Home, good night world",0.6328241,positive
" http://twitpic.com/4vtlm - awww, she is really cute",0.985635,positive
got alot of runnin around to do today to get this job app completed so they can have it on file... so glad i got this job!!,0.96860516,positive
lappy charger is completely dead... conserving what`s left of the battery until i can afford to buy a new one,0.7371658,negative
" well, i must say she is very lucky to have you! i guess that means no chillin and concert with me huh",0.8826849,positive
Happy Mother`s Day all of the mom`s around the world!  I love mine more than anything in the world and can`t wait to celebrate! WOO!,0.9942263,positive
I put a real pic of myself up. I`m going to miss the avatar.,0.49856645,negative
doing my folio work but keep on getting distracted by deb pics,0.7237375,negative
sad that borders did not have guerrilla gardening book but otherwise a most lovely relaxing day,0.80049914,positive
I can`t sleep. I can`t find my grandmother`s quilt or locket. I`m sick at myself cause I may have lost them somehow. Or they were stolen,0.93781257,negative
Had to take my bad **** dog to the pet hotel....so sad,0.9591308,negative
about to hit the sheets.,0.6136401,neutral
"I wish i had my iPod , i need some jonas . I miss their sexy voices  JB forever !",0.48325884,positive
watching Gilmore Girls reruns!! Don`t know what else to do for the day,0.45962417,positive
"Wow, its hot and miserable. People are probably killing themselves right about now...",0.9470689,negative
 Thanks mama ! I absolutely adore her,0.9890647,positive
" ohh snapp, have fun",0.9521291,positive
Sitting waiting for an exam to start,0.55820364,neutral
 I don`t think I`ve ever tried peanut butter on toast,0.51831365,negative
" i would but he`s premiering avatar footage and can`t do it then. also, we better hang out.",0.6172631,neutral
Home from Chelsea`s  Jam sessions = <3 = Chelsea + Abby = I luh you.,0.5822624,neutral
we`ll be visiting my grandparents later. BTW i just heard katy perry`s HOOK UP whew so cool i love it more than k.clarkson`s version,0.99224526,positive
"  very sweet!!! HAHA. I am like super proud to be a new mom!!! I feel like, i got the PERFECT daughter. And i am a GREAT mom!!!",0.9928691,positive
gosh im bored. its early..n i wanna go..to sleeeepp why am i at work?  *kay<3*,0.6890126,negative
 I`m sure she`ll be fine. They`re not as daft as they look (sometime),0.6710893,positive
HA! I`d give Kristen plenty of free hugs! *sigh* if only I could,0.671383,positive
" And, yes. I <3 mac, if only it weren`t so expensive",0.47690016,neutral
 I hate cottage cheese.  I even got some fancy stuff last weekend with lemon and berries...I could only eat half of it.,0.9386183,negative
  link isn`t working,0.73188406,negative
I just need to go to the bank,0.55654836,neutral
" you should come to Estonia, I know some epic horses here, hehe, and a good trainer and good beaches were to ride!",0.957161,positive
_jonas101 WOW they`re totally amazing and they`re more than awesome,0.9904957,positive
Just got laid off  stupid economy!,0.89479256,negative
http://twitpic.com/67i90 - My plans have been ruined,0.9438598,negative
"nothing better than to have your Grandaughter smile and nothing feels better than that big hug!! Grandkids, what a hoot!",0.9880432,positive
`Wake Up Darling`,0.77855897,neutral
 oh I know. and I aprreciate it  it can be my back up plan,0.9223059,positive
" Yes, I would love some more cowbell!",0.95802927,positive
 Umm don`t ya mean ship,0.72967833,neutral
i really wanna go to australia and england.,0.9084564,positive
"I just slept that entire flight, and woke up to the fact that the girl beside me had been watching Chitty Chitty Bang Bang!",0.62364495,positive
just had a gym sesh.,0.8272567,neutral
Trying to get to sleep but mum is blaring Les Mis really loudly in the sitting room,0.51032734,neutral
"Don`t think I`m gonna be able to go to see the JB 3D Concert...wrong time, no where very close by",0.8251255,negative
"I`m a sad panda, hulu doesn`t have the elephant show   no Skinnamarinkydinkydink sing alongs for me.",0.8626315,negative
 what`s up? what happened? DM me if you need to. TXT on my phone is defunk`d,0.74397653,neutral
is 500 words into a 10 minute speech on 80s teen movies. due wednesday. blah blah. can`t wait for the glenn ball!,0.9363932,positive
I`m gonna cry    I went bad at my History test ! I really hate History  !,0.9810176,negative
"just got up, couldn`t sleep anymore i guess and im not really gonna go back to bed, im not really sleepy",0.50523484,negative
Going to work,0.77064216,neutral
 i agree with the whole Hollie thing,0.750677,positive
_ Truetrue  But he`s not! xD,0.5884135,neutral
"Sad I missed  going away party due to too much work, but I really am gonna miss that kid",0.88192457,negative
I`ve come to the conclusion that lemongrass chicken tastes like lysol -  so much for lunch!,0.44617507,neutral
One of the most random phone calls ever. My god kill me now.,0.9672191,negative
& more #<3criminy cuteness! http://tinyurl.com/cd8yab #sinfest,0.8972846,positive
"the neighborhood gas station is gone, kaput, out of business. No more convenient trips for ice or whatevs. over 3 miles now to travel..",0.79190594,negative
tomorrow`s mother`s day  me n my sis gonna make an onigiri for our mom~!! its gonna be so kewl!! cant wait for tomorrow >_<,0.9896645,positive
it makes me sad when people phones are sick,0.97946256,negative
taking care of sick children,0.74870586,negative
 welcome to my life,0.85228777,positive
" Same here - events + writing songs. But I just finished my TMNT vs MMPR song, so I`m excited to record that on Wednesday",0.9686243,positive
 yup! way to **** early and I`m already at work,0.6750528,negative
 oh sweet! I`ll definitely check it out when I get the chance...,0.9716709,positive
 Youuuu`re an aaass  my aaass loooool,0.4765934,neutral
"I want to ride my bicycle today, but it`s too cold and cloudy today",0.5466946,negative
 important person?  who?,0.80046594,neutral
" That`s not what  said  I like you, too, though.  is going steady with , though.....",0.58517677,neutral
" Thank you! One day at a time, right?",0.97075874,positive
" I missed mine, too. Not fun...",0.910788,negative
via : Found #geocache Head`s Up! http://coord.info/gc1ret6. Probably my only find of the day.  http://bit.ly/JS3S4,0.930106,positive
let me dream about my spock now goodnight,0.6655259,neutral
_e thanks for following me. Nice to meet you,0.9854005,positive
Danny cut his beautiful curls,0.76909417,positive
God is so good!!,0.9830965,positive
forcing myself to watch the movie 1984 for my book report  im lazy to read,0.5840833,negative
" thanks amy, its full of hotness",0.97018033,positive
 don`t think i can take a needle. watched a horribly gory short film on drugs a few months ago. i`m scarred for life.,0.9681452,negative
Just finished watching the last of Star Wars,0.56750154,neutral
Thanks    ? http://blip.fm/~5z6n8,0.80395484,neutral
can`t be arsed to get out of bed  hello sunshine,0.35457978,neutral
Every pair of jeans I own nowadays is very tight.  I think mah butt gettin big (oh!),0.5090362,negative
I bought two tops and a scarf yesterday...sister has successfully hijacked them this morning to wear to breakfast (after removing tags),0.635877,neutral
" btw, do you realize your profile pic makes you look much older than you say you are?",0.525436,negative
" Aw, sorry E. :/ I hope it looks up for you (lame ear) And there`s always next year! ****. Lamer ear :/ Fail. Uhh..Love ya E!",0.8571103,positive
 tiny.cc doesn`t seem to load for me  I was thinking on going to the batting cages but apparently you gotta book in adv,0.705252,negative
 Cheese and Onion! Vinegar taste weird on crisps! England`s got loads of weird crisps flavorus  lol.. What do you like ? x,0.7837829,negative
 Thank yooou! I might have to get it seen to... hm...  ****,0.87299854,positive
Ohh grandpas.. Stable.. Won`t kno all details til tomorrow when I visit... Keep him me and my fam in ur prayers..thank you  ... Goodnite,0.8241831,positive
Sore throat. This is not good. I have four performances this weekend.,0.9693794,negative
 it because your handwriting isnt on any of them. and everyone is making fun of me because im sitting by myseld in the lrc,0.60011667,negative
